city,state,price,year,make,model,condition,cylinders,fuel,odometer,title,transmission,drive,size,type,color,lat,long
des moines,IA,15950,2003,chevrolet,silverado 3500,good,8 cylinders,diesel,148952,clean,automatic,4wd,full-size,truck,white,43.863455,-95.11386800000001
york,PA,5200,2010,volvo,s40,good,5 cylinders,gas,126596,clean,automatic,fwd,sub-compact,sedan,silver,40.0023,-76.7712
new haven,CT,3900,2004,dodge,caravan sxt,good,6 cylinders,gas,134600,clean,automatic,fwd,mid-size,mini-van,blue,41.30507,-72.772193
indianapolis,IN,20800,2016,jeep,renegade,good,4 cylinders,gas,30719,clean,automatic,4wd,full-size,SUV,black,39.835751,-86.12071999999999
appleton,WI,21400,2014,ram,2500,excellent,8 cylinders,gas,78586,clean,manual,4wd,full-size,pickup,white,44.227258,-88.467902
indianapolis,IN,14990,2006,chevrolet,express,good,8 cylinders,gas,39758,clean,automatic,rwd,full-size,truck,white,40.468826,-74.281734
parkersburg,WV,9999,2005,chevrolet,silverado 4 door z-71,good,8 cylinders,gas,141002,clean,automatic,4wd,full-size,truck,red,39.410647,-81.44334599999999
utica,NY,6995,2010,subaru,forester limited,like new,4 cylinders,gas,131214,clean,automatic,4wd,mid-size,SUV,blue,43.323733000000004,-75.191906
fargo ,MN,12990,2008,ram,2500,good,6 cylinders,diesel,154643,clean,automatic,rwd,full-size,pickup,white,47.920244,-97.044974
springfield,MO,4800,2005,ford,explorer,excellent,8 cylinders,gas,167985,clean,automatic,4wd,full-size,SUV,red,37.0169,-93.2022
oklahoma city,OK,9999,2011,honda,pilot,good,6 cylinders,gas,139230,clean,automatic,4wd,full-size,SUV,custom,35.56523,-97.563402
jersey shore,NJ,7500,2006,gmc,sierra,good,8 cylinders,gas,164000,clean,automatic,4wd,full-size,pickup,blue,40.2507,-74.0486
greenville ,SC,675,2008,nissan,rogue s,fair,4 cylinders,gas,222144,clean,automatic,fwd,mid-size,SUV,blue,35.210682,-82.240348
hartford,CT,19990,2012,ford,econoline,good,8 cylinders,gas,29321,clean,automatic,rwd,full-size,truck,white,40.468826,-74.281734
richmond,VA,16500,2010,toyota,tundra,excellent,8 cylinders,gas,159113,clean,automatic,4wd,full-size,truck,blue,37.4782,-77.5854
central NJ,NJ,4500,2007,volkswagen,jetta,good,5 cylinders,gas,98482,clean,automatic,fwd,compact,sedan,black,40.4284,-74.4064
tulsa,OK,15000,2016,toyota,camry,good,4 cylinders,gas,68940,clean,manual,fwd,full-size,SUV,white,36.093926,-95.886955
madison,WI,19995,2015,jeep,grand cherokee,excellent,6 cylinders,gas,86188,clean,automatic,4wd,mid-size,SUV,black,43.044478999999995,-89.474393
pueblo,CO,29999,2014,gmc,sierra 1500,good,8 cylinders,gas,99525,clean,automatic,4wd,full-size,truck,grey,38.298165000000004,-104.612546
oklahoma city,OK,6995,2014,ford,focus,excellent,4 cylinders,gas,117859,clean,automatic,fwd,compact,sedan,grey,35.510832,-97.58721800000001
south bend ,IN,28999,2014,jeep,wrangler unlimited,like new,6 cylinders,gas,53819,clean,automatic,4wd,full-size,SUV,white,42.868175,-85.862086
bend,OR,16995,2000,ford,f350 lariat,good,8 cylinders,diesel,115167,clean,automatic,rwd,full-size,pickup,white,44.0915,-121.4073
western slope,CO,13980,2011,audi,q5,like new,4 cylinders,gas,76082,clean,automatic,4wd,mid-size,SUV,silver,38.4196,-107.908075
gainesville,FL,1,2018,ford,f-150,excellent,8 cylinders,gas,47115,clean,automatic,4wd,full-size,truck,black,28.466088,-81.396429
milwaukee,WI,1950,2001,chevrolet,tracker,good,4 cylinders,gas,154000,clean,automatic,4wd,compact,SUV,red,43.3157,-88.3707
southern illinois,IL,26900,2017,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,99000,clean,automatic,4wd,full-size,truck,blue,36.6955,-93.115
buffalo,NY,16602,2011,chevrolet,silverado 1500,excellent,8 cylinders,gas,81000,clean,automatic,4wd,full-size,truck,blue,43.002421000000005,-77.667238
lansing,MI,0,2007,gmc,acadia,excellent,6 cylinders,gas,101000,clean,automatic,4wd,mid-size,SUV,grey,42.76967,-84.60083
appleton,WI,3300,2000,lexus,ls400,good,8 cylinders,gas,251400,clean,automatic,rwd,full-size,sedan,white,44.2425,-88.3564
green bay,WI,26664,2016,ford,explorer,excellent,6 cylinders,gas,49804,clean,automatic,4wd,full-size,SUV,grey,44.52039,-88.06645
des moines,IA,16300,2014,chrysler,town country,excellent,6 cylinders,gas,69174,clean,automatic,fwd,full-size,mini-van,black,41.554652000000004,-93.598845
sioux city,IA,4250,2003,volkswagen,beetle tdi,good,4 cylinders,diesel,106813,clean,manual,fwd,compact,coupe,green,42.4656,-96.4182
oklahoma city,OK,3999,2009,ford,focus ses,excellent,4 cylinders,gas,119000,clean,automatic,fwd,full-size,sedan,black,35.489047,-97.743877
killeen ,TX,8800,2012,mazda,speed3,good,4 cylinders,gas,104000,clean,manual,fwd,compact,hatchback,silver,30.9494,-97.53299999999999
hartford,CT,24785,2013,gmc,sierra 2500hd,good,8 cylinders,gas,115865,clean,automatic,4wd,full-size,truck,grey,41.958739,-71.492906
worcester ,MA,6950,2007,ford,explorer,excellent,6 cylinders,gas,92369,clean,automatic,4wd,full-size,SUV,blue,42.27877,-71.68382
mendocino county,CA,0,2014,jeep,wrangler,excellent,6 cylinders,gas,17562,clean,automatic,4wd,mid-size,SUV,brown,39.032920000000004,-122.92535
oklahoma city,OK,0,2018,ram,2500,excellent,6 cylinders,diesel,33521,clean,automatic,4wd,full-size,truck,white,35.71996,-96.95391
western slope,CO,17900,2014,ford,flex sel,excellent,8 cylinders,gas,43010,clean,automatic,4wd,full-size,SUV,blue,39.082671000000005,-108.585788
roanoke,VA,5995,2011,toyota,yaris sedan 4-speed at,excellent,4 cylinders,gas,152506,clean,automatic,fwd,compact,sedan,red,36.494803000000005,-80.599079
omaha ,NE,10993,2008,chevrolet,avalanche ltz,good,8 cylinders,gas,168223,clean,automatic,4wd,full-size,truck,silver,41.2117,-96.6219
montgomery,AL,5950,2009,nissan,altima 2.5sl,good,4 cylinders,gas,169001,clean,automatic,rwd,mid-size,sedan,white,32.466733000000005,-86.451708
charlotte,NC,6900,2005,gmc,yukon,good,8 cylinders,gas,134600,clean,automatic,fwd,full-size,SUV,black,35.244,-80.7387
nashville,TN,5950,2015,chevrolet,impala,good,6 cylinders,gas,107693,clean,automatic,fwd,mid-size,sedan,grey,36.069824,-86.721117
albany,NY,28995,2019,ram,promaster,good,6 cylinders,gas,35059,clean,automatic,rwd,mid-size,van,white,43.219605,-77.818015
south bend ,IN,2250,2001,gmc,yukon xl 1500,good,8 cylinders,gas,264784,clean,automatic,4wd,full-size,SUV,blue,41.443814,-86.137427
Colchester,VT,14998,2009,chevrolet,silverado lt 4x4,good,8 cylinders,gas,112264,clean,automatic,4wd,full-size,truck,red,44.4513,-73.1796
athens,GA,6995,2005,chevrolet,suburban z71,good,8 cylinders,gas,165657,clean,automatic,4wd,full-size,SUV,black,34.433071000000005,-83.108032
north jersey,NJ,6500,2003,honda,accord lx,excellent,4 cylinders,gas,46900,clean,automatic,fwd,full-size,sedan,silver,40.8789,-74.1425
myrtle beach,SC,0,2011,ford,ranger,good,4 cylinders,gas,14234,clean,automatic,rwd,full-size,truck,silver,33.711509,-78.909582
binghamton,NY,15995,2012,nissan,armada,excellent,8 cylinders,gas,137500,clean,automatic,4wd,full-size,SUV,white,42.147636999999996,-75.90009
new orleans,LA,0,2007,jeep,grand cherokee laredo,excellent,6 cylinders,gas,109042,clean,automatic,rwd,mid-size,SUV,silver,29.970841999999998,-90.08265300000001
denver,CO,4900,2004,chevrolet,trailblazer lt,fair,6 cylinders,gas,157600,clean,automatic,4wd,mid-size,SUV,black,39.759,-104.9661
reno ,NV,8150,2008,ford,expidition xlt,excellent,8 cylinders,gas,108000,clean,automatic,4wd,full-size,SUV,white,39.6019,-119.235
lakeland,FL,0,2016,nissan,nvp,excellent,6 cylinders,gas,83324,clean,automatic,rwd,full-size,van,silver,28.52804,-81.72227
santa barbara,CA,14500,2010,bmw,750i sedan,excellent,8 cylinders,gas,35700,clean,automatic,rwd,full-size,sedan,silver,34.4378,-119.6159
orange county,CA,27000,2016,bmw,340i msport,like new,6 cylinders,gas,29500,clean,automatic,rwd,full-size,sedan,silver,33.8841,-117.7304
atlanta,GA,8495,2013,ford,f150 xl,excellent,6 cylinders,gas,144007,clean,automatic,rwd,full-size,pickup,white,34.176834,-84.157482
orlando,FL,7700,2015,chevrolet,cruze lt,excellent,6 cylinders,gas,117278,clean,automatic,fwd,compact,sedan,red,29.0266,-81.3349
duluth ,MN,15995,2011,volkswagen,touareg,excellent,6 cylinders,diesel,90791,clean,automatic,4wd,full-size,SUV,black,46.868746,-92.154
tyler ,TX,10995,2014,ford,focus,excellent,4 cylinders,gas,99757,clean,automatic,fwd,compact,sedan,silver,32.500515,-94.734787
roanoke,VA,0,2018,chevrolet,silverado 2500,excellent,8 cylinders,diesel,13313,clean,automatic,4wd,full-size,pickup,grey,36.18,-80.1629
boston,MA,8399,2012,gmc,/ terrain,good,4 cylinders,gas,92000,clean,automatic,fwd,full-size,SUV,black,42.308165,-71.31671899999999
spokane ,WA,26970,2013,gmc,sierra 1500 slt 4x4,excellent,8 cylinders,gas,77340,clean,automatic,4wd,full-size,pickup,black,48.536363,-117.905482
wilmington,NC,8500,2007,ford,pick up f 350,good,8 cylinders,gas,18300,clean,automatic,rwd,full-size,truck,white,34.2651,-77.867
fort collins ,CO,3800,2000,dodge,dakota slt club cab,good,8 cylinders,gas,135000,clean,automatic,rwd,mid-size,truck,white,40.638129,-104.75584
fayetteville,AR,11500,2004,chevrolet,corvette,good,8 cylinders,gas,87778,clean,automatic,rwd,compact,coupe,silver,36.192873999999996,-95.75898000000001
frederick,MD,23999,2015,jeep,wrangler unlimited,excellent,6 cylinders,gas,77500,clean,automatic,4wd,full-size,SUV,black,39.3512,-77.2494
indianapolis,IN,299,2010,jeep,grand cherokee laredo 4x4,good,6 cylinders,gas,101258,clean,automatic,4wd,full-size,SUV,red,39.842945,-86.02538100000001
Honolulu,HI,10995,2014,nissan,versa note,excellent,4 cylinders,gas,47932,clean,automatic,fwd,sub-compact,hatchback,silver,21.4228,-157.8115
hudson valley,NY,5900,2006,ford,f150 king ranch 4x4,excellent,8 cylinders,gas,171805,clean,automatic,4wd,full-size,pickup,brown,41.2892,-73.9184
grand rapids,MI,26950,2017,gmc,acadia all terrain,excellent,6 cylinders,gas,28500,clean,automatic,4wd,full-size,SUV,black,42.868176,-85.863137
worcester ,MA,21525,2010,ford,f-150,excellent,8 cylinders,gas,99743,clean,automatic,4wd,mid-size,truck,black,42.18631,-71.83726
richmond,VA,1,2012,ford,f-150,like new,8 cylinders,gas,82000,clean,automatic,4wd,full-size,pickup,black,37.27,-77.4038
tucson,AZ,1750,2004,chrysler,pacifica,good,6 cylinders,gas,162000,clean,automatic,fwd,full-size,mini-van,white,32.2691,-110.9845
fredericksburg,VA,18990,2015,ram,promaster city,good,4 cylinders,gas,72565,clean,automatic,fwd,full-size,truck,white,40.468826,-74.281734
iowa city,IA,5500,2008,chevrolet,express 3500,excellent,8 cylinders,gas,265000,clean,automatic,rwd,full-size,van,blue,41.4082,-92.9172
upper peninsula,MI,17500,2011,subaru,impreza wrx sti limited,excellent,4 cylinders,gas,142300,lien,manual,4wd,compact,sedan,grey,47.1196,-88.5115
wausau,WI,4500,2006,saturn,ion,excellent,4 cylinders,gas,196427,clean,manual,fwd,compact,sedan,black,44.7997,-89.6845
lewiston ,ID,18790,2017,kia,sportage lx awd,like new,4 cylinders,gas,14963,clean,automatic,4wd,compact,SUV,red,46.206891,-116.89628799999998
North Providence,RI,9995,2011,audi,q5 premium plus,like new,4 cylinders,gas,115673,clean,automatic,4wd,mid-size,SUV,grey,41.733507,-71.40581
North Providence,RI,4999,2004,acura,rsx,good,4 cylinders,gas,146950,clean,automatic,fwd,compact,coupe,red,41.849979,-71.413499
Colchester,VT,25998,2017,audi,q5 premium ed. awd,excellent,4 cylinders,gas,44530,clean,automatic,4wd,mid-size,SUV,black,44.439495,-73.210154
asheville,NC,6495,2001,ford,mustang convertible,like new,8 cylinders,gas,131645,clean,manual,rwd,mid-size,convertible,grey,35.181,-83.3885
atlanta,GA,8499,2011,honda,cr-v,excellent,4 cylinders,gas,144636,clean,automatic,fwd,full-size,SUV,silver,34.021649,-84.42546800000001
ventura county,CA,15900,2015,hyundai,tucson,excellent,4 cylinders,gas,31800,clean,automatic,fwd,mid-size,SUV,white,34.2784,-118.8771
medford,OR,4995,2002,chevrolet,tahoe,excellent,8 cylinders,gas,194863,clean,automatic,4wd,full-size,SUV,black,42.339824,-122.88046100000001
florence,SC,0,2012,ford,transit connect,good,4 cylinders,gas,83106,clean,automatic,fwd,mid-size,van,white,33.711509,-78.909582
daytona beach,FL,1,2018,buick,encore,excellent,4 cylinders,gas,22818,clean,automatic,4wd,full-size,SUV,silver,28.466088,-81.396429
eastern NC,NC,10250,2013,ford,mustang,like new,6 cylinders,gas,79650,clean,automatic,rwd,full-size,coupe,white,34.7253,-76.7531
jersey shore,NJ,8900,2006,toyota,4runner,excellent,6 cylinders,gas,160000,clean,automatic,4wd,mid-size,SUV,grey,40.1077,-74.0635
bakersfield,CA,14995,2014,ford,edge,good,6 cylinders,gas,75145,clean,automatic,rwd,full-size,SUV,blue,33.946412,-117.29511799999999
southwest KS,MO,20995,2018,dodge,grand caravan,excellent,6 cylinders,gas,23299,clean,automatic,fwd,full-size,mini-van,black,38.671618,-94.36650999999999
greenville ,SC,5700,2006,infiniti,g35,good,6 cylinders,gas,118000,clean,manual,rwd,mid-size,coupe,grey,34.8472,-82.406
boise,ID,5995,2010,buick,lacrosse cx,excellent,6 cylinders,gas,125000,clean,automatic,fwd,full-size,sedan,black,43.575413,-116.25949399999999
Colchester,VT,16598,2016,nissan,rogue s,excellent,4 cylinders,gas,28024,clean,automatic,4wd,full-size,SUV,white,44.833327000000004,-73.07453199999999
baltimore,MD,17500,2015,honda,crv ex awd,excellent,4 cylinders,gas,44600,lien,automatic,fwd,compact,SUV,red,39.4991,-76.9101
atlanta,GA,17500,2012,chevrolet,colorado,like new,5 cylinders,gas,31700,clean,automatic,rwd,mid-size,pickup,black,34.0213,-84.3104
madison,WI,8900,2008,chevrolet,silverado 2500hd reg.cab long bed truck,excellent,8 cylinders,gas,142128,clean,automatic,rwd,full-size,truck,red,41.513609,-88.075109
ithaca,NY,5800,2010,acura,tsx,excellent,4 cylinders,gas,169714,clean,automatic,fwd,mid-size,sedan,silver,42.101012,-75.9266
boston,MA,3500,2008,toyota,prius,good,4 cylinders,hybrid,229000,clean,automatic,fwd,compact,hatchback,blue,42.6496,-71.1565
bowling green,KY,8999,2015,nissan,altima 2.5 s,excellent,4 cylinders,gas,39000,rebuilt,automatic,fwd,full-size,sedan,grey,37.0174,-86.4518
des moines,IA,10477,2014,dodge,dart sxt,excellent,4 cylinders,gas,58701,clean,automatic,fwd,mid-size,sedan,black,41.600615000000005,-93.501522
space coast,FL,3999,2003,ford,taurus se,like new,4 cylinders,gas,109023,clean,automatic,fwd,full-size,sedan,silver,28.5996,-80.808327
boston,MA,0,2011,bmw,x5 35d (diesel),like new,6 cylinders,diesel,120,clean,automatic,4wd,full-size,SUV,black,42.700839,-71.20215300000001
sioux falls ,SD,3000,2001,honda,accord lx,good,4 cylinders,gas,163000,clean,automatic,fwd,mid-size,sedan,silver,43.548846000000005,-96.790914
greensboro,NC,10495,2010,cadillac,srx,like new,6 cylinders,gas,121119,clean,automatic,fwd,full-size,sedan,grey,36.082339000000005,-79.467957
san antonio,TX,2500,2004,honda,cr-v,fair,4 cylinders,gas,263000,clean,manual,4wd,compact,SUV,silver,29.511925,-98.776628
inland empire,CA,3350,2005,toyota,corolla s,excellent,4 cylinders,gas,173000,salvage,automatic,fwd,compact,sedan,black,33.8814,-117.2261
san luis obispo,CA,3950,2006,ford,500 limited edition,excellent,6 cylinders,gas,135000,clean,automatic,fwd,full-size,sedan,grey,35.285113,-120.71060800000001
denver,CO,5698,2012,hyundai,accent gls,good,4 cylinders,gas,124999,clean,automatic,fwd,compact,sedan,white,39.691327,-104.987625
la crosse,WI,12500,2007,ford,f150 supercrew cab,excellent,8 cylinders,gas,105000,clean,automatic,rwd,full-size,pickup,blue,43.788569,-91.237164
pittsburgh,PA,25900,2013,cadillac,escalade,like new,8 cylinders,gas,53571,lien,automatic,4wd,full-size,SUV,white,40.3191,-79.7205
ventura county,CA,9500,2003,gmc,yukon xl denali,excellent,8 cylinders,gas,114000,clean,automatic,4wd,full-size,SUV,red,34.219581,-118.86983899999998
rochester,NY,20924,2015,chevrolet,silverado 1500 lt,excellent,8 cylinders,gas,87166,clean,automatic,rwd,full-size,pickup,black,43.223176,-77.844757
rochester,NY,5995,2010,volkswagen,golf,excellent,5 cylinders,gas,96000,clean,automatic,fwd,mid-size,hatchback,black,43.209902,-77.414693
mansfield,OH,15995,2016,kia,sorento lx,excellent,6 cylinders,gas,66220,clean,automatic,fwd,mid-size,SUV,red,40.733932,-82.79193199999999
new orleans,LA,0,2008,jeep,wrangler unlimited sahara,excellent,6 cylinders,gas,80898,clean,automatic,rwd,mid-size,SUV,red,29.970841999999998,-90.08265300000001
charleston,WV,5950,2006,ford,econoline cargo van,good,8 cylinders,gas,149630,clean,automatic,rwd,full-size,van,white,38.692648,-82.857744
terre haute,IN,27997,2016,chevrolet,colorado,excellent,6 cylinders,gas,42389,clean,automatic,4wd,mid-size,pickup,grey,40.04459,-86.469659
lake of the ozarks,MO,12500,2004,chevrolet,silverado 2500,excellent,8 cylinders,gas,164000,clean,automatic,4wd,full-size,truck,black,36.6955,-93.115
eastern NC,NC,11766,2014,jeep,compass,excellent,4 cylinders,gas,59891,clean,automatic,fwd,compact,SUV,red,35.77523,-77.99925999999999
louisville,KY,13995,2008,chevrolet,silverado 3500hd,good,8 cylinders,gas,129845,clean,automatic,4wd,full-size,truck,grey,39.055092,-84.258084
jackson,MS,2500,2003,chevrolet,monte carlo ls,good,6 cylinders,gas,195126,clean,automatic,rwd,full-size,coupe,silver,32.250994,-89.932757
south bend ,IN,0,2011,ford,explorer,excellent,6 cylinders,gas,57049,clean,automatic,4wd,full-size,SUV,blue,41.688,-86.00546
wichita,KS,14900,2009,chevrolet,silverado 1500,excellent,8 cylinders,gas,138446,clean,automatic,4wd,full-size,truck,blue,37.7797,-97.6366
quad cities,IA/IL,23000,2013,ford,f-150,good,6 cylinders,gas,136000,clean,automatic,4wd,full-size,pickup,black,41.4906,-90.49799999999999
holland,MI,5300,2007,jeep,liberty,good,6 cylinders,gas,173613,clean,automatic,4wd,full-size,SUV,green,42.912954,-85.680286
colorado springs,CO,12000,2003,ford,excursion,excellent,8 cylinders,diesel,217000,clean,automatic,4wd,full-size,SUV,blue,38.123000000000005,-105.4332
cincinnati,OH,5995,2012,subaru,outback,excellent,4 cylinders,gas,191365,clean,automatic,4wd,mid-size,wagon,silver,39.292790000000004,-84.31976999999999
phoenix,AZ,19687,2015,ford,mustang,excellent,4 cylinders,gas,33875,clean,automatic,rwd,mid-size,coupe,white,33.640206,-112.035982
joplin,MO,31890,2016,chevrolet,silverado 1500,excellent,8 cylinders,gas,45004,clean,automatic,4wd,full-size,truck,black,38.9142,-94.4073
sarasota,FL,2450,2000,ford,f150,fair,8 cylinders,gas,0,clean,automatic,rwd,full-size,pickup,green,27.4547,-82.5359
boston,MA,14999,2011,audi,q7 premium plus,excellent,6 cylinders,gas,117398,clean,automatic,4wd,full-size,SUV,silver,42.347719,-71.062489
monroe,MI,2600,2005,ford,escape limited,excellent,6 cylinders,gas,164000,clean,automatic,fwd,mid-size,SUV,black,41.9293,-83.4448
madison,WI,12495,2012,audi,q7,good,6 cylinders,diesel,138731,clean,automatic,4wd,full-size,SUV,silver,42.970214,-90.112347
bakersfield,CA,0,2014,ford,explorer,excellent,6 cylinders,gas,102056,clean,automatic,fwd,mid-size,SUV,white,36.32725,-119.276729
fresno ,CA,0,2012,toyota,camry le,excellent,4 cylinders,gas,93438,clean,automatic,fwd,mid-size,sedan,silver,36.32725,-119.276729
lynchburg,VA,26999,2015,ram,3500 slt,excellent,8 cylinders,gas,119314,clean,automatic,4wd,full-size,pickup,white,37.347842,-79.23284699999999
hickory ,NC,3000,2000,acura,tl,good,6 cylinders,gas,210000,clean,automatic,fwd,mid-size,sedan,white,35.6884,-81.3612
topeka,KS,2095,2002,honda,civic lx,good,4 cylinders,gas,138675,clean,automatic,fwd,mid-size,other,brown,38.986133,-95.687764
albany,NY,6900,2006,gmc,sierra,excellent,8 cylinders,gas,166500,salvage,automatic,4wd,full-size,truck,green,42.6108,-74.1466
tyler ,TX,8478,2005,jeep,wrangler,excellent,6 cylinders,gas,166182,clean,manual,4wd,compact,offroad,red,32.287104,-95.356607
south florida,FL,0,2016,infiniti,qx80,excellent,8 cylinders,gas,40100,clean,automatic,rwd,full-size,SUV,white,25.61261,-80.34756999999999
roswell ,TX,21200,2008,ram,2500,good,6 cylinders,diesel,235753,clean,automatic,4wd,full-size,truck,green,35.004502,-106.04992800000001
corpus christi,TX,5995,2011,hyundai,accent gls 4dr,excellent,4 cylinders,gas,95559,clean,automatic,fwd,compact,sedan,blue,27.722514,-97.37646099999999
rochester,NY,10700,2011,hyundai,santa fe limited,excellent,6 cylinders,gas,68100,clean,automatic,4wd,full-size,SUV,silver,43.2203,-77.5994
North Providence,RI,3495,2002,toyota,corolla le,new,4 cylinders,gas,149000,clean,automatic,fwd,sub-compact,sedan,custom,41.733605,-71.547921
st cloud,MN,19994,2015,toyota,avalon xle,excellent,6 cylinders,gas,35571,clean,automatic,fwd,full-size,sedan,brown,45.553637,-94.217527
buffalo,NY,3488,2000,ford,ranger xl,excellent,6 cylinders,gas,120500,clean,manual,rwd,mid-size,pickup,blue,43.035270000000004,-78.883896
green bay,WI,12995,2011,dodge,nitro se 4 x 4,good,6 cylinders,gas,105620,clean,automatic,4wd,mid-size,SUV,black,44.483788,-87.970578
visalia,CA,0,2016,toyota,tacoma,excellent,6 cylinders,gas,42934,clean,automatic,4wd,compact,truck,white,36.32031,-119.65511000000001
greenville ,SC,15996,2005,jeep,wrangler,good,6 cylinders,gas,56619,clean,automatic,4wd,full-size,SUV,white,34.586557,-83.76124300000001
tyler ,TX,10900,2010,gmc,acadia slt,excellent,6 cylinders,gas,97768,clean,automatic,fwd,full-size,SUV,white,32.618787,-94.756988
provo ,UT,9950,2003,toyota,4runner,good,8 cylinders,gas,125437,clean,automatic,4wd,full-size,SUV,grey,40.044959999999996,-111.7335
tucson,AZ,7400,2006,honda,element,good,4 cylinders,gas,145542,clean,automatic,4wd,mid-size,SUV,green,32.206876,-110.89773500000001
fredericksburg,VA,0,2013,ram,1500,excellent,8 cylinders,gas,70821,clean,automatic,rwd,mid-size,truck,red,37.62368,-77.30744
lexington,KY,13900,2012,audi,a5 quattro premium plus,good,4 cylinders,gas,77737,clean,automatic,fwd,compact,coupe,grey,37.0165,-85.078049
southern maryland,MD,8499,2011,dodge,durango,good,6 cylinders,gas,156040,clean,automatic,4wd,full-size,SUV,grey,38.58562,-76.94614
pensacola,FL,10995,2009,lexus,rx 350,good,6 cylinders,gas,142351,clean,automatic,fwd,full-size,SUV,black,30.402014,-87.378339
boston,MA,11295,2012,gmc,acadia slt-1,excellent,6 cylinders,gas,100064,clean,automatic,4wd,full-size,SUV,brown,42.7288,-71.3046
wichita falls,TX,0,2015,chevrolet,silverado 1500,excellent,8 cylinders,gas,99980,clean,automatic,4wd,mid-size,truck,black,34.19709,-97.16056
hudson valley,NY,14500,2009,jeep,wrangler unlimited x,excellent,6 cylinders,gas,181000,clean,automatic,4wd,mid-size,offroad,black,41.595,-73.8876
southeast IA,IA,0,2011,ram,1500,excellent,8 cylinders,gas,84219,clean,automatic,4wd,full-size,pickup,black,41.542262,-93.62518399999999
ft myers ,FL,8900,2006,mazda,mx-5 miata,like new,4 cylinders,gas,50333,clean,manual,rwd,compact,convertible,red,26.661334999999998,-82.143902
pullman ,WA,4995,2001,chevrolet,suburban,excellent,8 cylinders,gas,246372,clean,automatic,4wd,full-size,SUV,white,46.3946,-117.0645
winchester,VA,18999,2011,toyota,tacoma 4x4,excellent,6 cylinders,gas,95634,clean,automatic,4wd,full-size,pickup,silver,39.186142,-78.142002
bloomington,IN,3450,2011,ford,fiesta se hatchback,good,4 cylinders,gas,124200,clean,automatic,fwd,compact,hatchback,red,39.164208,-86.563253
great falls,MT,22995,2010,ford,f-350 cabelas,excellent,8 cylinders,diesel,151408,clean,automatic,4wd,full-size,truck,black,48.180309,-111.940234
western massachusetts,MA,12500,2006,chevrolet,silverado 3500,good,8 cylinders,diesel,118500,lien,manual,4wd,full-size,truck,red,42.1001,-73.3611
lafayette,LA,3250,2004,chevrolet,tahoe z71,fair,8 cylinders,gas,247000,clean,automatic,4wd,full-size,SUV,red,30.2201,-92.6574
corpus christi,TX,11775,2013,ford,f150,like new,8 cylinders,gas,159381,clean,automatic,rwd,full-size,truck,white,27.797686,-97.475285
fredericksburg,VA,4900,2010,honda,odyssey,good,6 cylinders,gas,188008,clean,automatic,fwd,full-size,van,grey,38.2481,-77.4681
eastern NC,NC,20999,2015,ford,f-150,excellent,8 cylinders,gas,134746,clean,automatic,4wd,full-size,pickup,white,35.887189,-78.265568
ft myers ,FL,13950,2012,audi,q5 premium plus,excellent,4 cylinders,gas,88000,clean,automatic,4wd,full-size,SUV,black,26.534574,-81.861734
waterloo ,IA,15995,2011,gmc,yukon slt,good,8 cylinders,gas,127717,clean,automatic,4wd,full-size,SUV,black,42.492521,-92.321064
central NJ,NJ,2500,2003,hyundai,elantra,good,4 cylinders,gas,89600,clean,automatic,fwd,compact,sedan,white,40.3731,-74.9266
albany,NY,18900,2011,chevrolet,silverado 1500,good,8 cylinders,gas,127160,clean,automatic,4wd,full-size,truck,red,42.777828,-73.74899
mcallen ,TX,4450,2010,ford,edge,excellent,6 cylinders,gas,131000,clean,automatic,fwd,full-size,SUV,white,26.1337,-97.6447
bowling green,KY,7200,2013,ford,focus,like new,4 cylinders,gas,119000,clean,automatic,fwd,compact,hatchback,black,36.9882,-85.9221
ann arbor,MI,16450,2015,hyundai,santa fe,excellent,4 cylinders,gas,45500,clean,automatic,4wd,mid-size,SUV,custom,42.2325,-83.6336
wausau,WI,4995,2006,toyota,sienna xle,excellent,6 cylinders,gas,210381,clean,automatic,fwd,full-size,mini-van,custom,44.0656,-89.2666
eastern NC,NC,22000,2017,gmc,2500,like new,8 cylinders,gas,2192,salvage,automatic,rwd,full-size,van,white,35.401399,-80.200839
inland empire,CA,10995,2007,chevrolet,tahoe,good,8 cylinders,gas,145636,clean,automatic,rwd,full-size,SUV,white,33.946412,-117.29511799999999
cincinnati,OH,1500,2006,chrysler,300,fair,6 cylinders,gas,147217,clean,automatic,rwd,full-size,sedan,white,39.29828,-84.371223
albany,NY,15995,2008,jeep,wrangler unlimited sahara,excellent,6 cylinders,gas,150445,clean,automatic,4wd,full-size,SUV,silver,41.9099,-72.6029
asheville,NC,0,2007,pontiac,g6,like new,6 cylinders,gas,140087,clean,automatic,fwd,mid-size,sedan,white,35.5376,-82.7001
jacksonville,NC,0,2018,ford,transit,good,6 cylinders,gas,14845,clean,automatic,fwd,mid-size,van,white,33.711509,-78.909582
scranton ,NJ,18995,2015,jeep,cherokee,excellent,6 cylinders,gas,65550,clean,automatic,4wd,full-size,SUV,black,42.147636999999996,-75.90009
bellingham,WA,17900,2015,bmw,3-series,excellent,4 cylinders,gas,43151,clean,automatic,rwd,compact,sedan,silver,48.311898,-122.636426
